id,canonical_slug,name,created,description,context_length,supported_parameters,hugging_face_id,knowledge_cutoff,expiration_date,supported_voices
deepseek/deepseek-v3.1-terminus,deepseek/deepseek-v3.1-terminus,DeepSeek: DeepSeek V3.1 Terminus,1758548275,"DeepSeek-V3.1 Terminus is an update to [DeepSeek V3.1](/deepseek/deepseek-chat-v3.1) that maintains the model's original capabilities while addressing issues reported by users, including language consistency and agent capabilities, further optimizing the model's...",163840,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,deepseek-ai/DeepSeek-V3.1-Terminus,2025-03-31,,
qwen/qwen3-coder-flash,qwen/qwen3-coder-flash,Qwen: Qwen3 Coder Flash,1758115536,Qwen3 Coder Flash is Alibaba's fast and cost efficient version of their proprietary Qwen3 Coder Plus. It is a powerful coding agent model specializing in autonomous programming via tool calling...,1000000,frequency_penalty; logprobs; max_tokens; presence_penalty; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_logprobs; top_p,,2025-06-30,,
qwen/qwen3-next-80b-a3b-thinking,qwen/qwen3-next-80b-a3b-thinking-2509,Qwen: Qwen3 Next 80B A3B Thinking,1757612284,"Qwen3-Next-80B-A3B-Thinking is a reasoning-first chat model in the Qwen3-Next line that outputs structured “thinking” traces by default. It’s designed for hard multi-step problems; math proofs, code synthesis/debugging, logic, and agentic...",262144,frequency_penalty; include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-Next-80B-A3B-Thinking,2025-09-30,,
qwen/qwen3-next-80b-a3b-instruct,qwen/qwen3-next-80b-a3b-instruct-2509,Qwen: Qwen3 Next 80B A3B Instruct,1757612213,"Qwen3-Next-80B-A3B-Instruct is an instruction-tuned chat model in the Qwen3-Next series optimized for fast, stable responses without “thinking” traces. It targets complex tasks across reasoning, code generation, knowledge QA, and multilingual...",262144,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-Next-80B-A3B-Instruct,2025-09-30,,
qwen/qwen-plus-2025-07-28,qwen/qwen-plus-2025-07-28,Qwen: Qwen Plus 0728,1757347599,"Qwen Plus 0728, based on the Qwen3 foundation model, is a 1 million context hybrid reasoning model with a balanced performance, speed, and cost combination.",1000000,frequency_penalty; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,,2025-03-31,,
moonshotai/kimi-k2-0905,moonshotai/kimi-k2-0905,MoonshotAI: Kimi K2 0905,1757021147,"Kimi K2 0905 is the September update of [Kimi K2 0711](moonshotai/kimi-k2). It is a large-scale Mixture-of-Experts (MoE) language model developed by Moonshot AI, featuring 1 trillion total parameters with 32...",262144,frequency_penalty; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,moonshotai/Kimi-K2-Instruct-0905,2024-12-31,,
qwen/qwen3-30b-a3b-thinking-2507,qwen/qwen3-30b-a3b-thinking-2507,Qwen: Qwen3 30B A3B Thinking 2507,1756399192,"Qwen3-30B-A3B-Thinking-2507 is a 30B parameter Mixture-of-Experts reasoning model optimized for complex tasks requiring extended multi-step thinking. The model is designed specifically for “thinking mode,” where internal reasoning traces are separated...",81920,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_p,Qwen/Qwen3-30B-A3B-Thinking-2507,2025-06-30,,
nousresearch/hermes-4-405b,nousresearch/hermes-4-405b,Nous: Hermes 4 405B,1756235463,"Hermes 4 is a large-scale reasoning model built on Meta-Llama-3.1-405B and released by Nous Research. It introduces a hybrid reasoning mode, where the model can choose to deliberate internally with...",131072,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; temperature; top_k; top_p,NousResearch/Hermes-4-405B,2024-08-31,,
deepseek/deepseek-chat-v3.1,deepseek/deepseek-chat-v3.1,DeepSeek: DeepSeek V3.1,1755779628,"DeepSeek-V3.1 is a large hybrid reasoning model (671B parameters, 37B active) that supports both thinking and non-thinking modes via prompt templates. It extends the DeepSeek-V3 base with a two-phase long-context...",163840,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,deepseek-ai/DeepSeek-V3.1,2025-03-31,,
mistralai/mistral-medium-3.1,mistralai/mistral-medium-3.1,Mistral: Mistral Medium 3.1,1755095639,"Mistral Medium 3.1 is an updated version of Mistral Medium 3, which is a high-performance enterprise-grade language model designed to deliver frontier-level capabilities at significantly reduced operational cost. It balances...",131072,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,2025-06-30,,
mistralai/mistral-medium-3.1:batch,mistralai/mistral-medium-3.1,Mistral: Mistral Medium 3.1 (batch),1755095639,"Mistral Medium 3.1 is an updated version of Mistral Medium 3, which is a high-performance enterprise-grade language model designed to deliver frontier-level capabilities at significantly reduced operational cost. It balances...",131072,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,2025-06-30,,
z-ai/glm-4.5v,z-ai/glm-4.5v,Z.ai: GLM 4.5V,1754922288,"GLM-4.5V is a vision-language foundation model for multimodal agent applications. Built on a Mixture-of-Experts (MoE) architecture with 106B parameters and 12B activated parameters, it achieves state-of-the-art results in video understanding,...",65536,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_p,zai-org/GLM-4.5V,2024-12-31,,
openai/gpt-5,openai/gpt-5-2025-08-07,OpenAI: GPT-5,1754587413,"GPT-5 is OpenAI’s most advanced model, offering major improvements in reasoning, code quality, and user experience. It is optimized for complex tasks that require step-by-step reasoning, instruction following, and accuracy...",400000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-09-30,,
openai/gpt-5:batch,openai/gpt-5-2025-08-07,OpenAI: GPT-5 (batch),1754587413,"GPT-5 is OpenAI’s most advanced model, offering major improvements in reasoning, code quality, and user experience. It is optimized for complex tasks that require step-by-step reasoning, instruction following, and accuracy...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-09-30,,
openai/gpt-5-mini,openai/gpt-5-mini-2025-08-07,OpenAI: GPT-5 Mini,1754587407,"GPT-5 Mini is a compact version of GPT-5, designed to handle lighter-weight reasoning tasks. It provides the same instruction-following and safety-tuning benefits as GPT-5, but with reduced latency and cost....",400000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-05-31,,
openai/gpt-5-mini:batch,openai/gpt-5-mini-2025-08-07,OpenAI: GPT-5 Mini (batch),1754587407,"GPT-5 Mini is a compact version of GPT-5, designed to handle lighter-weight reasoning tasks. It provides the same instruction-following and safety-tuning benefits as GPT-5, but with reduced latency and cost....",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-05-31,,
openai/gpt-5-nano,openai/gpt-5-nano-2025-08-07,OpenAI: GPT-5 Nano,1754587402,"GPT-5-Nano is the smallest and fastest variant in the GPT-5 system, optimized for developer tools, rapid interactions, and ultra-low latency environments. While limited in reasoning depth compared to its larger...",400000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-05-31,,
openai/gpt-5-nano:batch,openai/gpt-5-nano-2025-08-07,OpenAI: GPT-5 Nano (batch),1754587402,"GPT-5-Nano is the smallest and fastest variant in the GPT-5 system, optimized for developer tools, rapid interactions, and ultra-low latency environments. While limited in reasoning depth compared to its larger...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-05-31,,
openai/gpt-oss-120b,openai/gpt-oss-120b,OpenAI: gpt-oss-120b,1754414231,"gpt-oss-120b is an open-weight, 117B-parameter Mixture-of-Experts (MoE) language model from OpenAI designed for high-reasoning, agentic, and general-purpose production use cases. It activates 5.1B parameters per forward pass and is optimized...",131072,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_a; top_k; top_logprobs; top_p,openai/gpt-oss-120b,2024-06-30,,
openai/gpt-oss-120b:batch,openai/gpt-oss-120b,OpenAI: gpt-oss-120b (batch),1754414231,"gpt-oss-120b is an open-weight, 117B-parameter Mixture-of-Experts (MoE) language model from OpenAI designed for high-reasoning, agentic, and general-purpose production use cases. It activates 5.1B parameters per forward pass and is optimized...",131072,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,openai/gpt-oss-120b,2024-06-30,,
openai/gpt-oss-20b,openai/gpt-oss-20b,OpenAI: gpt-oss-20b,1754414229,"gpt-oss-20b is an open-weight 21B parameter model released by OpenAI under the Apache 2.0 license. It uses a Mixture-of-Experts (MoE) architecture with 3.6B active parameters per forward pass, optimized for...",131072,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,openai/gpt-oss-20b,2024-06-30,,
openai/gpt-oss-20b:batch,openai/gpt-oss-20b,OpenAI: gpt-oss-20b (batch),1754414229,"gpt-oss-20b is an open-weight 21B parameter model released by OpenAI under the Apache 2.0 license. It uses a Mixture-of-Experts (MoE) architecture with 3.6B active parameters per forward pass, optimized for...",131072,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; stop; structured_outputs; temperature; top_k; top_p,openai/gpt-oss-20b,2024-06-30,,
anthropic/claude-opus-4.1,anthropic/claude-4.1-opus-20250805,Anthropic: Claude Opus 4.1,1754411591,"Claude Opus 4.1 is an updated version of Anthropic’s flagship model, offering improved performance in coding, reasoning, and agentic tasks. It achieves 74.5% on SWE-bench Verified and shows notable gains...",200000,include_reasoning; max_tokens; reasoning; stop; temperature; tool_choice; tools; top_k; top_p,,2025-01-31,,
anthropic/claude-opus-4.1:batch,anthropic/claude-4.1-opus-20250805,Anthropic: Claude Opus 4.1 (batch),1754411591,"Claude Opus 4.1 is an updated version of Anthropic’s flagship model, offering improved performance in coding, reasoning, and agentic tasks. It achieves 74.5% on SWE-bench Verified and shows notable gains...",200000,include_reasoning; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools,,2025-01-31,,
mistralai/codestral-2508,mistralai/codestral-2508,Mistral: Codestral 2508,1754079630,"Mistral's cutting-edge language model for coding released end of July 2025. Codestral specializes in low-latency, high-frequency tasks such as fill-in-the-middle (FIM), code correction and test generation.

[Blog Post](https://mistral.ai/news/codestral-25-08)",256000,frequency_penalty; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,2025-03-31,,
mistralai/codestral-2508:batch,mistralai/codestral-2508,Mistral: Codestral 2508 (batch),1754079630,"Mistral's cutting-edge language model for coding released end of July 2025. Codestral specializes in low-latency, high-frequency tasks such as fill-in-the-middle (FIM), code correction and test generation.

[Blog Post](https://mistral.ai/news/codestral-25-08)",256000,frequency_penalty; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,2025-03-31,,
qwen/qwen3-coder-30b-a3b-instruct,qwen/qwen3-coder-30b-a3b-instruct,Qwen: Qwen3 Coder 30B A3B Instruct,1753972379,"Qwen3-Coder-30B-A3B-Instruct is a 30.5B parameter Mixture-of-Experts (MoE) model with 128 experts (8 active per forward pass), designed for advanced code generation, repository-scale understanding, and agentic tool use. Built on the...",262144,frequency_penalty; logprobs; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-Coder-30B-A3B-Instruct,2025-06-30,,
